year_month,year,month,zabol_aod,wwte_index,toward_pixel_count,source_valid_pixel_count,source_aod_mean,source_aod_toward_mean,mean_dist_decay,mean_cosang_toward,high_toward_aod_mean,high_toward_fraction,wwte_index_norm
2007-08,2007,08,0.09165845811367035,0.00998614076524973,89191,174708,0.27493536472320557,0.2708846926689148,0.13612964652722973,0.6640079617500305,0.5156391859054565,0.25023825273850503,0.43943744443769733
2007-09,2007,09,0.10310039669275284,0.008305949158966541,78455,180340,0.23891401290893555,0.21428680419921875,0.13297169459603944,0.6233014464378357,0.42042723298072815,0.2501051558218087,0.3345278212282316
2007-10,2007,10,0.14479050040245056,0.007588354405015707,62115,181204,0.18620184063911438,0.18597181141376495,0.1657883394742794,0.5610788464546204,0.3535829782485962,0.25042260323593335,0.289721862805069
2007-11,2007,11,0.10733618587255478,0.005839842837303877,68833,166976,0.16395224630832672,0.1565008908510208,0.16702432856125063,0.5457887053489685,0.3053985834121704,0.2506501242136766,0.18054640385141735
2007-12,2007,12,0.1309230774641037,0.0067233252339065075,59615,134447,0.17278695106506348,0.17481204867362976,0.1663770365673674,0.6177741885185242,0.3144490718841553,0.25052419693030276,0.23571023456761245
2008-01,2008,01,0.09995429962873459,0.016383206471800804,60282,118494,0.1842835247516632,0.18042543530464172,0.1636868540560157,0.6648318767547607,0.30861109495162964,0.2512026807338841,0.8388643612314686
2008-02,2008,02,0.35654526948928833,0.011633460409939289,55093,131631,0.2591187357902527,0.2492249608039856,0.1782481145062742,0.666236937046051,0.47744378447532654,0.25001361334470806,0.54229457250789
2008-03,2008,03,0.20180681347846985,0.009127084165811539,68311,171418,0.2700779438018799,0.2934753894805908,0.1554259767318697,0.5549277067184448,0.5562300682067871,0.2502378826250531,0.38579873809870396
2008-04,2008,04,0.1307649165391922,0.01590263843536377,76933,176260,0.3267413079738617,0.3411334753036499,0.17426818882581732,0.5542853474617004,0.6432939767837524,0.25007474035849375,0.8088581337032585
2008-05,2008,05,0.1446850448846817,0.013397657312452793,91841,177688,0.27608591318130493,0.25536447763442993,0.15595092159404497,0.6837167739868164,0.4833345413208008,0.25043281323156324,0.6524494093835622
2008-06,2008,06,0.5526574850082397,0.01248584408313036,108339,179195,0.3925922214984894,0.30780085921287537,0.1346338141566727,0.6263591051101685,0.7342196106910706,0.25014076186784073,0.5955166274508926
2008-07,2008,07,0.4968011677265167,0.0127952229231596,112353,176129,0.39516890048980713,0.33643481135368347,0.1253468003462844,0.6662001013755798,0.7520443201065063,0.2501223821348785,0.6148339585309163
2008-08,2008,08,0.47562217712402344,0.015586868859827518,99700,176655,0.3351918160915375,0.31430792808532715,0.128237608395313,0.6006456017494202,0.5857403874397278,0.25004012036108325,0.7891417709582957
2008-09,2008,09,0.2976834774017334,0.010755589231848717,79386,179946,0.2971981167793274,0.2694442868232727,0.14462019889762276,0.6269304156303406,0.49413639307022095,0.25042198876376187,0.4874811011302636
2008-10,2008,10,0.20221106708049774,0.00701864343136549,80680,180973,0.20275866985321045,0.19766607880592346,0.14900939916844194,0.5370376110076904,0.3805740177631378,0.25034705007436786,0.25414963201874974
2008-11,2008,11,0.1387619525194168,0.004313552286475897,62164,173950,0.15918999910354614,0.1677744835615158,0.15026532828956213,0.4735150933265686,0.3317365348339081,0.25069171867962164,0.08524622142178116
2008-12,2008,12,0.14948327839374542,0.005813655909150839,65580,149986,0.15202270448207855,0.1652786284685135,0.1792355384723463,0.5844566226005554,0.2913898527622223,0.2500457456541629,0.17891131607019345
2009-01,2009,01,0.14101167023181915,0.008342928253114223,64503,126547,0.1837652176618576,0.18868108093738556,0.17149961575147066,0.6089857816696167,0.324929803609848,0.25118211556051656,0.3368367619580586
2009-02,2009,02,0.22542884945869446,0.01714886724948883,61201,136217,0.2629643976688385,0.3064800798892975,0.16884486720980432,0.6256428956985474,0.5705609917640686,0.2500612735086028,0.886671518101635
2009-03,2009,03,0.22632522881031036,0.015843115746974945,74959,160388,0.2709226608276367,0.30866676568984985,0.16286878363276472,0.6137457489967346,0.5969031453132629,0.25023012580210513,0.8051415916208351
2009-04,2009,04,0.18637515604496002,0.0177804846316576,84563,173531,0.29979169368743896,0.3178882300853729,0.14784286787570844,0.6776425838470459,0.5990157723426819,0.2501803389189125,0.9261091282694759
2009-05,2009,05,0.1538272351026535,0.010599478147923946,82602,177409,0.2909305691719055,0.2559758126735687,0.14429023382780434,0.679332435131073,0.5153217911720276,0.2501755405438125,0.47773366819932644
2009-06,2009,06,0.1257959008216858,0.009298753924667835,77860,178734,0.3189145028591156,0.28825756907463074,0.14456564516965778,0.6698703765869141,0.6018449664115906,0.25010274852298997,0.396517640425513
2009-07,2009,07,0.16470403969287872,0.01179660763591528,108877,176077,0.4193866550922394,0.3815120756626129,0.12627693638210702,0.6192352771759033,0.8332998752593994,0.250052811888645,0.5524813356965677
2009-08,2009,08,0.22233548760414124,0.01007259450852871,105369,175758,0.3332705497741699,0.2877882122993469,0.13206086264648478,0.6520944237709045,0.59854656457901,0.25014947470318594,0.44483553689246763
2009-09,2009,09,0.20078741014003754,0.007690167520195246,83754,180072,0.21610596776008606,0.1977047324180603,0.14389253123764562,0.6307796835899353,0.3704189360141754,0.25035222198342766,0.2960789803572127
2009-10,2009,10,0.1940382421016693,0.008711757138371468,58228,181089,0.2052610069513321,0.1910899579524994,0.16493751003511148,0.5062590837478638,0.37649548053741455,0.25063543312495706,0.3598660993481557
2009-11,2009,11,0.16602221131324768,0.007323651574552059,62088,162094,0.1722532957792282,0.17197705805301666,0.16255464490331936,0.6197952032089233,0.30535706877708435,0.2507086715629429,0.27319406079571895
2009-12,2009,12,0.13805891573429108,0.006535629276186228,64044,137347,0.16835597157478333,0.1840219795703888,0.16150289782230176,0.6357404589653015,0.3322167694568634,0.2501405283867341,0.22399067107929474
2010-01,2010,01,0.1621379554271698,0.006048322189599276,56790,133205,0.17725259065628052,0.18308298289775848,0.16921848127806888,0.6019977927207947,0.33814066648483276,0.2510125022010917,0.1935636634392369
2010-02,2010,02,0.2977010905742645,0.01448680367320776,65150,132130,0.22107645869255066,0.24320894479751587,0.16969750284067958,0.6559356451034546,0.4243907332420349,0.2500997697620875,0.7204547094335532
2010-03,2010,03,0.142048642039299,0.012970319017767906,66191,156258,0.24850940704345703,0.23160165548324585,0.16261460304247816,0.5919355154037476,0.4732285737991333,0.25013974709552655,0.6257667981202306
2010-04,2010,04,0.11023622006177902,0.01332147978246212,74953,174960,0.24778050184249878,0.2702067792415619,0.16529713526766815,0.5825905799865723,0.5018002390861511,0.25031686523554764,0.647692954263525
2010-05,2010,05,0.11403261125087738,0.012212380766868591,84564,177463,0.270481139421463,0.2663711607456207,0.16177622392659488,0.6750943660736084,0.5251109600067139,0.2500946029043092,0.5784418287414187
2010-06,2010,06,0.11058775335550308,0.0077783530578017235,85253,178262,0.31470295786857605,0.3026013970375061,0.14740960627285185,0.6256648302078247,0.5873332619667053,0.2501964740243745,0.30158520446178694
2010-07,2010,07,0.24151083827018738,0.010791604407131672,99161,173795,0.37341609597206116,0.371904581785202,0.1407230889723335,0.645467221736908,0.7634096741676331,0.25015883260556065,0.4897298556500626
2010-08,2010,08,0.29270365834236145,0.01209460012614727,94106,174683,0.38065963983535767,0.37606507539749146,0.13741685145171453,0.610752522945404,0.631465494632721,0.2505047499628079,0.5710877135362028
2010-09,2010,09,0.37352365255355835,0.00925501435995102,75995,180545,0.2370738834142685,0.22618798911571503,0.14915090949323326,0.6488455533981323,0.4358021020889282,0.25013487729455885,0.3937865821125043
2010-10,2010,10,0.18111993372440338,0.009105886332690716,54840,178050,0.18666568398475647,0.15785787999629974,0.16981095633101195,0.6144595146179199,0.3272026777267456,0.250492341356674,0.3844751648364365
2010-11,2010,11,0.10705497115850449,0.0038072438910603523,61190,174553,0.1623891443014145,0.15306054055690765,0.16785804224192669,0.4927506446838379,0.31150394678115845,0.25059650269651906,0.0536327894821138
2010-12,2010,12,0.17245499789714813,0.005264104809612036,48493,149597,0.18807187676429749,0.19651925563812256,0.1698399594252138,0.5468855500221252,0.3490069806575775,0.2511290289320108,0.14459784933737235
2011-01,2011,01,0.14522989094257355,0.008999119512736797,60793,138239,0.17206917703151703,0.17308557033538818,0.15708439918050246,0.5977268218994141,0.2929658591747284,0.25104864046847497,0.37780874250058377
2011-02,2011,02,0.10204584151506424,0.015995457768440247,69451,128229,0.21361465752124786,0.22118616104125977,0.1685626075813403,0.6920117139816284,0.3889610469341278,0.2509539099509006,0.8146536877479238
2011-03,2011,03,0.1513500064611435,0.013095146976411343,57811,150717,0.24670590460300446,0.2312575876712799,0.17692298273420465,0.6743715405464172,0.5075390338897705,0.2501254086592517,0.6335609413943176
2011-04,2011,04,0.08754569292068481,0.011762440204620361,74983,171674,0.29230278730392456,0.3414576053619385,0.15920751687149398,0.6231954097747803,0.6823263764381409,0.2500966885827454,0.5503479526170542
2011-05,2011,05,0.12157268822193146,0.010581614449620247,87269,176907,0.27946507930755615,0.26872166991233826,0.15847590154292723,0.6795215010643005,0.5383161306381226,0.2503294411532159,0.4766182752577354
2011-06,2011,06,0.15001055598258972,0.011671407148241997,103419,177917,0.3908386826515198,0.31221771240234375,0.12893747695603988,0.6318140029907227,0.6912625432014465,0.2502054748160396,0.5446639320514552
2011-07,2011,07,0.3597264885902405,0.015329652465879917,93450,176536,0.44329118728637695,0.4153190553188324,0.13394177748047606,0.6652272343635559,0.8317091464996338,0.25014446227929377,0.7730814151801629
2011-08,2011,08,0.21126267313957214,0.012868449091911316,107607,174541,0.3236640393733978,0.30551019310951233,0.13155757068338533,0.6754043102264404,0.5885364413261414,0.2502997016922691,0.6194061333615055
2011-09,2011,09,0.14320866763591766,0.0069828759878873825,93552,179013,0.23457473516464233,0.2246835082769394,0.13189492283968504,0.637786328792572,0.42824018001556396,0.25029929878570206,0.25191634564568255
2011-10,2011,10,0.13552798330783844,0.008181172423064709,89038,180928,0.1971217542886734,0.20459268987178802,0.15052009424874827,0.5877658724784851,0.3696184754371643,0.2505447112468834,0.3267368762551605
2011-11,2011,11,0.15322694182395935,0.00805734470486641,80729,152718,0.18688169121742249,0.19117707014083862,0.16977241542594285,0.6202806234359741,0.3432430326938629,0.25054193660270785,0.3190051870772764
